file_path,label
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\132073-1-4-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\132073-1-5-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\132073-1-6-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\138465-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\138468-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\143115-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\143115-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\143115-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\143115-1-3-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\143115-1-4-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\14524-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\145577-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\151359-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\151359-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\151359-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\151359-1-3-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\153057-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\155129-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\155129-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\155129-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\155234-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\155283-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\155283-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\156091-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\156194-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\161010-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\161010-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\161010-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\161010-1-3-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162540-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162540-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162540-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162541-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162541-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162541-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162702-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162702-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162703-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\162728-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\164626-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\164627-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\170243-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\17074-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\17124-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\171249-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\171249-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\171249-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\17307-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\174840-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\174841-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175842-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175844-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175845-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175846-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175847-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175848-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175849-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175850-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175851-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175852-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175854-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175855-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175856-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175856-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\175856-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\176003-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\176631-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\176634-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\176638-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\176638-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\178115-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\178402-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179858-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179860-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179861-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179862-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179863-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179864-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179865-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179866-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179866-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179867-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\179868-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\182474-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\183894-1-5-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\183894-1-6-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\183894-1-7-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\183894-1-8-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\183894-1-9-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\184355-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\185436-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\185436-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\185436-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\185436-1-3-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\185436-1-4-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\185436-1-5-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\185436-1-6-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\185436-1-7-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\18594-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\18594-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\18594-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\18594-1-3-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\18594-1-4-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\18594-1-5-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\18594-1-6-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\187356-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\187356-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\187356-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\187356-1-3-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\187356-1-4-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\187356-1-5-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\187356-1-6-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\18933-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\19026-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-1.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-10.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-11.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-12.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-13.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-14.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-15.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-16.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-17.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-18.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-2.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-3.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-4.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-5.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-6.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-7.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-8.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\199769-1-0-9.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\203956-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\204765-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-1.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-10.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-11.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-12.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-13.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-2.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-3.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-4.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-5.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-6.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-7.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-8.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24074-1-0-9.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24076-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\24076-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\26176-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\26177-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\26177-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\26177-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-1.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-10.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-11.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-2.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-3.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-4.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-5.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-6.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-7.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-8.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-0-9.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\28808-1-1-1.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\2937-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\29932-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\29932-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\32417-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\34241-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\34241-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\34241-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\43802-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\43802-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\43802-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\43803-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\44278-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\44278-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\45256-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\46391-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\46391-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\49974-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\52102-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\54086-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\54086-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\54086-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\57607-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\58202-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\65472-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\66115-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\66115-1-0-1.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\68657-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\6984-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-0-1.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-0-2.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-0-3.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-0-4.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-0-5.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-0-6.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-0-7.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-0-8.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71309-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71439-1-0-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71439-1-1-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71439-1-2-0.wav,1
C:/Users/nikha/OneDrive/Desktop/dev/ML/dataset/data/Noise\Car_Horns\71439-1-3-0.wav,1
